date,month,channel, daily_spend_usd ,impressions
20/07/2025,July,Meta Ads," $3,280.98 ",46666
20/07/2025,July,Email Marketing," $3,565.20 ",148318
20/07/2025,July,LinkedIn Ads," $3,498.45 ",161880
20/07/2025,July,TikTok Ads," $3,956.26 ",59520
21/07/2025,July,Google Ads," $3,361.11 ",46967
21/07/2025,July,Meta Ads," $1,954.08 ",193412
21/07/2025,July,Email Marketing," $3,473.64 ",34383
21/07/2025,July,LinkedIn Ads, $970.77 ,1471
21/07/2025,July,TikTok Ads," $4,749.06 ",151165
22/07/2025,July,Google Ads," $2,018.85 ",149762
22/07/2025,July,Meta Ads, $258.68 ,158912
22/07/2025,July,Email Marketing," $1,659.26 ",161269
22/07/2025,July,LinkedIn Ads," $1,182.39 ",149255
22/07/2025,July,TikTok Ads, $610.14 ,131071
23/07/2025,July,Google Ads, $789.15 ,196387
23/07/2025,July,Meta Ads, $481.25 ,91914
23/07/2025,July,Email Marketing," $4,913.66 ",45010
23/07/2025,July,LinkedIn Ads," $3,217.32 ",24258
23/07/2025,July,TikTok Ads," $4,126.14 ",176642
24/07/2025,July,Google Ads," $3,231.60 ",89014
24/07/2025,July,Meta Ads," $2,288.49 ",70523
24/07/2025,July,Email Marketing," $1,127.45 ",182711
24/07/2025,July,LinkedIn Ads, $432.19 ,68281
24/07/2025,July,TikTok Ads," $3,956.40 ",189852
25/07/2025,July,Google Ads, $106.28 ,102171
25/07/2025,July,Meta Ads," $2,247.28 ",111009
25/07/2025,July,Email Marketing," $4,848.60 ",109532
25/07/2025,July,LinkedIn Ads," $2,516.10 ",100277
25/07/2025,July,TikTok Ads," $1,821.03 ",99395
26/07/2025,July,Google Ads, $597.00 ,126695
26/07/2025,July,Meta Ads," $3,964.78 ",152533
26/07/2025,July,Email Marketing," $3,289.75 ",181134
26/07/2025,July,LinkedIn Ads," $1,205.36 ",119302
26/07/2025,July,TikTok Ads, $461.18 ,9758
27/07/2025,July,Google Ads," $1,545.05 ",84549
27/07/2025,July,Meta Ads," $1,379.53 ",28453
27/07/2025,July,Email Marketing, $463.58 ,45592
27/07/2025,July,LinkedIn Ads," $4,450.86 ",43180
27/07/2025,July,TikTok Ads," $3,686.73 ",144404
28/07/2025,July,Google Ads," $4,714.99 ",25406
28/07/2025,July,Meta Ads," $1,755.96 ",161863
28/07/2025,July,Email Marketing," $4,476.81 ",185681
28/07/2025,July,LinkedIn Ads, $251.87 ,172346
28/07/2025,July,TikTok Ads, $908.49 ,114823
29/07/2025,July,Google Ads, $869.81 ,27544
29/07/2025,July,Meta Ads," $1,722.36 ",50803
29/07/2025,July,Email Marketing," $2,105.47 ",146257
29/07/2025,July,LinkedIn Ads," $3,637.99 ",192358
29/07/2025,July,TikTok Ads," $2,746.61 ",174171
30/07/2025,July,Google Ads," $1,479.46 ",63271
30/07/2025,July,Meta Ads, $569.99 ,103996
30/07/2025,July,Email Marketing," $2,901.67 ",129699
30/07/2025,July,LinkedIn Ads, $852.59 ,95589
30/07/2025,July,TikTok Ads, $118.70 ,23971
31/07/2025,July,Google Ads," $1,543.29 ",174544
31/07/2025,July,Meta Ads," $3,162.95 ",126915
31/07/2025,July,Email Marketing," $1,078.41 ",7746
31/07/2025,July,LinkedIn Ads," $1,114.07 ",168297
31/07/2025,July,TikTok Ads," $1,529.88 ",22479
01/08/2025,August,Google Ads," $2,420.50 ",31279
01/08/2025,August,Meta Ads," $1,610.93 ",105193
01/08/2025,August,Email Marketing," $2,407.63 ",174287
01/08/2025,August,LinkedIn Ads," $1,398.52 ",169261
01/08/2025,August,TikTok Ads," $2,766.22 ",49465
02/08/2025,August,Google Ads," $1,918.00 ",100993
02/08/2025,August,Meta Ads," $1,910.07 ",117857
02/08/2025,August,Email Marketing, $318.62 ,116275
02/08/2025,August,LinkedIn Ads," $2,378.78 ",60308
02/08/2025,August,TikTok Ads," $4,201.69 ",148913
03/08/2025,August,Google Ads, $402.03 ,198193
03/08/2025,August,Meta Ads," $3,512.71 ",26350
03/08/2025,August,Email Marketing, $519.97 ,91122
03/08/2025,August,LinkedIn Ads," $4,060.08 ",109524
03/08/2025,August,TikTok Ads," $4,856.46 ",155593
04/08/2025,August,Google Ads," $1,214.81 ",16986
04/08/2025,August,Meta Ads," $4,219.91 ",137991
04/08/2025,August,Email Marketing," $2,151.30 ",141381
04/08/2025,August,LinkedIn Ads," $3,466.63 ",125472
04/08/2025,August,TikTok Ads," $2,906.30 ",62772
05/08/2025,August,Google Ads," $2,433.69 ",21697
05/08/2025,August,Meta Ads," $2,034.54 ",188250
05/08/2025,August,Email Marketing, $270.17 ,150741
05/08/2025,August,LinkedIn Ads," $4,512.23 ",150811
05/08/2025,August,TikTok Ads," $3,419.92 ",163600
06/08/2025,August,Google Ads, $822.49 ,199492
06/08/2025,August,Meta Ads," $2,300.29 ",44821
06/08/2025,August,Email Marketing," $4,863.61 ",51521
06/08/2025,August,LinkedIn Ads, $718.31 ,111985
06/08/2025,August,TikTok Ads, $484.01 ,180077
07/08/2025,August,Google Ads," $2,233.43 ",165423
07/08/2025,August,Meta Ads, $824.60 ,156988
07/08/2025,August,Email Marketing," $1,363.64 ",191605
07/08/2025,August,LinkedIn Ads," $4,579.45 ",18566
07/08/2025,August,TikTok Ads, $526.43 ,146847
08/08/2025,August,Google Ads," $2,047.04 ",86492
08/08/2025,August,Meta Ads," $4,297.46 ",137233
08/08/2025,August,Email Marketing," $2,344.97 ",4241
08/08/2025,August,LinkedIn Ads," $3,954.10 ",164330
08/08/2025,August,TikTok Ads," $2,979.12 ",110994
09/08/2025,August,Google Ads, $651.34 ,40227
09/08/2025,August,Meta Ads, $826.18 ,155123
09/08/2025,August,Email Marketing," $2,955.12 ",27267
09/08/2025,August,LinkedIn Ads," $4,632.15 ",148504
09/08/2025,August,TikTok Ads," $3,919.77 ",75997
10/08/2025,August,Google Ads," $4,350.63 ",91143
10/08/2025,August,Meta Ads," $4,401.68 ",70241
10/08/2025,August,Email Marketing," $1,976.91 ",128293
10/08/2025,August,LinkedIn Ads," $2,902.91 ",125006
10/08/2025,August,TikTok Ads, $283.58 ,73198
11/08/2025,August,Google Ads," $2,074.57 ",163069
11/08/2025,August,Meta Ads," $3,082.41 ",182839
11/08/2025,August,Email Marketing," $2,068.43 ",104754
11/08/2025,August,LinkedIn Ads," $4,458.91 ",87899
11/08/2025,August,TikTok Ads," $3,483.52 ",13921
12/08/2025,August,Google Ads," $3,754.17 ",71407
12/08/2025,August,Meta Ads," $4,495.45 ",6303
12/08/2025,August,Email Marketing," $1,755.54 ",80444
12/08/2025,August,LinkedIn Ads," $1,623.65 ",129875
12/08/2025,August,TikTok Ads," $4,305.35 ",180529
13/08/2025,August,Google Ads, $581.27 ,60757
13/08/2025,August,Meta Ads, $758.49 ,195962
13/08/2025,August,Email Marketing," $2,271.24 ",85113
13/08/2025,August,LinkedIn Ads," $1,420.16 ",110254
13/08/2025,August,TikTok Ads," $3,064.40 ",24406
14/08/2025,August,Google Ads," $1,020.88 ",56414
14/08/2025,August,Meta Ads," $4,575.82 ",107737
14/08/2025,August,Email Marketing," $3,730.63 ",136397
14/08/2025,August,LinkedIn Ads," $4,349.23 ",15734
14/08/2025,August,TikTok Ads," $2,624.82 ",42673
15/08/2025,August,Google Ads, $421.52 ,187009
15/08/2025,August,Meta Ads," $2,583.30 ",36559
15/08/2025,August,Email Marketing," $3,924.53 ",138438
15/08/2025,August,LinkedIn Ads," $4,408.73 ",8588
15/08/2025,August,TikTok Ads, $951.31 ,53619
16/08/2025,August,Google Ads," $4,201.19 ",66402
16/08/2025,August,Meta Ads, $262.05 ,14253
16/08/2025,August,Email Marketing," $4,598.35 ",185715
16/08/2025,August,LinkedIn Ads," $1,075.64 ",97561
16/08/2025,August,TikTok Ads," $4,135.18 ",133415
17/08/2025,August,Google Ads," $2,045.02 ",33472
17/08/2025,August,Meta Ads," $3,437.75 ",64422
17/08/2025,August,Email Marketing," $1,925.09 ",156724
17/08/2025,August,LinkedIn Ads," $2,285.91 ",125408
17/08/2025,August,TikTok Ads," $2,975.71 ",92687
18/08/2025,August,Google Ads," $1,786.82 ",68806
18/08/2025,August,Meta Ads," $3,769.91 ",181578
18/08/2025,August,Email Marketing, $542.92 ,8195
18/08/2025,August,LinkedIn Ads," $1,994.17 ",43705
18/08/2025,August,TikTok Ads," $4,283.72 ",57182
19/08/2025,August,Google Ads," $4,299.84 ",170706
19/08/2025,August,Meta Ads," $1,203.05 ",55193
19/08/2025,August,Email Marketing," $1,418.51 ",108349
19/08/2025,August,LinkedIn Ads," $2,615.08 ",179834
19/08/2025,August,TikTok Ads, $143.60 ,35685
20/08/2025,August,Google Ads," $3,272.12 ",158585
20/08/2025,August,Meta Ads," $4,024.24 ",59659
20/08/2025,August,Email Marketing," $1,336.71 ",81074
20/08/2025,August,LinkedIn Ads," $3,592.43 ",186956
20/08/2025,August,TikTok Ads," $3,249.43 ",112098
21/08/2025,August,Google Ads," $4,487.87 ",92412
21/08/2025,August,Meta Ads," $2,349.09 ",58202
21/08/2025,August,Email Marketing," $2,386.82 ",178522
21/08/2025,August,LinkedIn Ads," $2,651.13 ",164474
21/08/2025,August,TikTok Ads," $2,046.05 ",27820
22/08/2025,August,Google Ads, $136.00 ,174632
22/08/2025,August,Meta Ads," $4,835.78 ",99102
22/08/2025,August,Email Marketing," $2,851.14 ",156653
22/08/2025,August,LinkedIn Ads," $3,084.35 ",79243
22/08/2025,August,TikTok Ads," $3,453.62 ",127284
23/08/2025,August,Google Ads, $412.80 ,73478
23/08/2025,August,Meta Ads," $3,238.91 ",73583
23/08/2025,August,Email Marketing," $1,379.62 ",187408
23/08/2025,August,LinkedIn Ads," $4,765.72 ",171778
23/08/2025,August,TikTok Ads," $1,564.08 ",40303
24/08/2025,August,Google Ads," $2,634.74 ",63993
24/08/2025,August,Meta Ads," $4,508.47 ",158295
24/08/2025,August,Email Marketing," $2,080.08 ",84777
24/08/2025,August,LinkedIn Ads," $3,435.70 ",190080
24/08/2025,August,TikTok Ads, $224.73 ,131383
25/08/2025,August,Google Ads," $4,987.60 ",69007
25/08/2025,August,Meta Ads," $4,543.87 ",107063
25/08/2025,August,Email Marketing," $2,002.55 ",10258
25/08/2025,August,LinkedIn Ads," $2,956.82 ",150957
25/08/2025,August,TikTok Ads," $4,098.47 ",90959
26/08/2025,August,Google Ads," $3,660.09 ",59291
26/08/2025,August,Meta Ads," $3,462.96 ",168330
26/08/2025,August,Email Marketing," $3,946.00 ",177126
26/08/2025,August,LinkedIn Ads," $1,856.64 ",79694
26/08/2025,August,TikTok Ads," $4,242.55 ",173389
27/08/2025,August,Google Ads," $4,394.82 ",48483
27/08/2025,August,Meta Ads," $1,539.54 ",124412
27/08/2025,August,Email Marketing, $726.93 ,68804
27/08/2025,August,LinkedIn Ads," $3,653.41 ",147546
27/08/2025,August,TikTok Ads," $3,838.30 ",48990
28/08/2025,August,Google Ads," $4,739.92 ",88984
28/08/2025,August,Meta Ads," $3,306.73 ",59262
28/08/2025,August,Email Marketing," $1,840.89 ",196090
28/08/2025,August,LinkedIn Ads," $4,370.02 ",111224
28/08/2025,August,TikTok Ads," $3,961.64 ",87852
29/08/2025,August,Google Ads," $1,921.24 ",154503
29/08/2025,August,Meta Ads," $1,540.85 ",31875
29/08/2025,August,Email Marketing," $2,405.63 ",167303
29/08/2025,August,LinkedIn Ads," $2,959.52 ",163700
29/08/2025,August,TikTok Ads, $448.96 ,51998
30/08/2025,August,Google Ads," $2,552.34 ",179440
30/08/2025,August,Meta Ads," $1,970.18 ",79212
30/08/2025,August,Email Marketing," $2,124.23 ",40525
30/08/2025,August,LinkedIn Ads, $773.09 ,53506
30/08/2025,August,TikTok Ads," $1,779.08 ",150265
31/08/2025,August,Google Ads," $4,474.94 ",120949
31/08/2025,August,Meta Ads, $801.80 ,188608
31/08/2025,August,Email Marketing, $983.75 ,22184
31/08/2025,August,LinkedIn Ads," $2,489.15 ",166421
31/08/2025,August,TikTok Ads," $4,934.54 ",83159
01/09/2025,September,Google Ads," $3,209.04 ",2235
01/09/2025,September,Meta Ads," $2,315.06 ",55888
01/09/2025,September,Email Marketing," $3,829.85 ",45198
01/09/2025,September,LinkedIn Ads," $2,923.77 ",42532
01/09/2025,September,TikTok Ads," $2,498.93 ",24079
02/09/2025,September,Google Ads, $734.09 ,114694
02/09/2025,September,Meta Ads," $3,204.09 ",106747
02/09/2025,September,Email Marketing," $2,202.22 ",126147
02/09/2025,September,LinkedIn Ads," $1,978.25 ",10889
02/09/2025,September,TikTok Ads," $2,715.53 ",192537
03/09/2025,September,Google Ads," $1,928.20 ",4690
03/09/2025,September,Meta Ads," $4,470.83 ",199403
03/09/2025,September,Email Marketing," $4,182.82 ",50958
03/09/2025,September,LinkedIn Ads, $187.79 ,2081
03/09/2025,September,TikTok Ads," $3,170.77 ",66227
04/09/2025,September,Google Ads," $1,208.70 ",91269
04/09/2025,September,Meta Ads," $1,629.25 ",27924
04/09/2025,September,Email Marketing," $1,979.40 ",155316
04/09/2025,September,LinkedIn Ads," $1,599.96 ",18114
04/09/2025,September,TikTok Ads," $4,136.83 ",79171
05/09/2025,September,Google Ads," $4,747.47 ",120518
05/09/2025,September,Meta Ads," $3,666.38 ",157334
05/09/2025,September,Email Marketing," $2,668.18 ",114682
05/09/2025,September,LinkedIn Ads," $4,451.07 ",36072
05/09/2025,September,TikTok Ads," $1,779.39 ",129497
06/09/2025,September,Google Ads," $1,860.33 ",50394
06/09/2025,September,Meta Ads, $907.93 ,106746
06/09/2025,September,Email Marketing, $193.71 ,59804
06/09/2025,September,LinkedIn Ads," $3,663.13 ",35394
06/09/2025,September,TikTok Ads," $1,134.83 ",6744
07/09/2025,September,Google Ads," $2,989.49 ",45298
07/09/2025,September,Meta Ads, $703.49 ,187413
07/09/2025,September,Email Marketing," $3,287.65 ",10794
07/09/2025,September,LinkedIn Ads," $1,938.44 ",168856
07/09/2025,September,TikTok Ads," $1,353.37 ",141177
08/09/2025,September,Google Ads," $3,153.36 ",156693
08/09/2025,September,Meta Ads," $4,973.93 ",174531
08/09/2025,September,Email Marketing, $629.76 ,6175
08/09/2025,September,LinkedIn Ads, $336.35 ,31353
08/09/2025,September,TikTok Ads," $2,142.20 ",100681
09/09/2025,September,Google Ads, $705.62 ,67253
09/09/2025,September,Meta Ads," $2,424.54 ",41141
09/09/2025,September,Email Marketing," $1,106.93 ",180762
09/09/2025,September,LinkedIn Ads," $3,188.53 ",79935
09/09/2025,September,TikTok Ads," $2,162.27 ",27471
10/09/2025,September,Google Ads," $3,346.17 ",71772
10/09/2025,September,Meta Ads," $3,151.71 ",184691
10/09/2025,September,Email Marketing, $772.10 ,28502
10/09/2025,September,LinkedIn Ads," $2,606.77 ",162925
10/09/2025,September,TikTok Ads, $676.90 ,30887
11/09/2025,September,Google Ads," $3,945.32 ",131479
11/09/2025,September,Meta Ads," $1,073.37 ",53363
11/09/2025,September,Email Marketing," $3,912.00 ",138139
11/09/2025,September,LinkedIn Ads," $4,868.29 ",94827
11/09/2025,September,TikTok Ads," $3,546.84 ",78424
12/09/2025,September,Google Ads, $885.83 ,144691
12/09/2025,September,Meta Ads," $2,532.14 ",55445
12/09/2025,September,Email Marketing," $3,472.20 ",127003
12/09/2025,September,LinkedIn Ads," $1,719.96 ",1717
12/09/2025,September,TikTok Ads, $162.47 ,24331
13/09/2025,September,Google Ads," $4,543.71 ",151510
13/09/2025,September,Meta Ads," $3,378.21 ",40097
13/09/2025,September,Email Marketing," $4,752.29 ",135140
13/09/2025,September,LinkedIn Ads, $467.74 ,190681
13/09/2025,September,TikTok Ads, $596.32 ,68080
14/09/2025,September,Google Ads," $3,257.25 ",120734
14/09/2025,September,Meta Ads," $4,944.46 ",78600
14/09/2025,September,Email Marketing," $1,394.21 ",14128
14/09/2025,September,LinkedIn Ads, $589.06 ,46797
14/09/2025,September,TikTok Ads," $4,383.29 ",77170
15/09/2025,September,Google Ads," $1,865.05 ",178410
15/09/2025,September,Meta Ads," $1,632.26 ",194603
15/09/2025,September,Email Marketing, $667.92 ,199758
15/09/2025,September,LinkedIn Ads," $4,462.43 ",3535
15/09/2025,September,TikTok Ads," $4,274.79 ",174894
16/09/2025,September,Google Ads," $3,271.27 ",87156
16/09/2025,September,Meta Ads," $1,851.88 ",115744
16/09/2025,September,Email Marketing," $4,779.94 ",71335
16/09/2025,September,LinkedIn Ads," $4,404.53 ",25366
16/09/2025,September,TikTok Ads," $1,925.85 ",90842
17/09/2025,September,Google Ads, $996.06 ,106061
17/09/2025,September,Meta Ads," $2,061.23 ",120678
17/09/2025,September,Email Marketing," $1,431.98 ",102113
17/09/2025,September,LinkedIn Ads," $3,480.52 ",126369
17/09/2025,September,TikTok Ads," $4,019.51 ",171091
18/09/2025,September,Google Ads," $4,442.01 ",44720
18/09/2025,September,Meta Ads, $653.98 ,183496
18/09/2025,September,Email Marketing," $3,659.41 ",42784
18/09/2025,September,LinkedIn Ads, $608.19 ,155861
18/09/2025,September,TikTok Ads," $2,465.11 ",150145
19/09/2025,September,Google Ads," $3,424.13 ",48516
19/09/2025,September,Meta Ads," $3,095.48 ",95004
19/09/2025,September,Email Marketing," $3,095.66 ",180428
19/09/2025,September,LinkedIn Ads," $4,411.76 ",191651
19/09/2025,September,TikTok Ads," $4,869.88 ",35250
20/09/2025,September,Google Ads," $2,467.09 ",128958
20/09/2025,September,Meta Ads, $653.39 ,108815
20/09/2025,September,Email Marketing," $2,259.37 ",17603
20/09/2025,September,LinkedIn Ads," $1,381.90 ",83375
20/09/2025,September,TikTok Ads, $160.57 ,178714
21/09/2025,September,Google Ads," $2,671.61 ",195936
21/09/2025,September,Meta Ads," $2,925.58 ",149114
21/09/2025,September,Email Marketing," $1,197.53 ",176595
21/09/2025,September,LinkedIn Ads," $4,378.40 ",137078
21/09/2025,September,TikTok Ads," $2,663.21 ",184652
22/09/2025,September,Google Ads," $3,129.37 ",114468
22/09/2025,September,Meta Ads," $3,342.39 ",66162
22/09/2025,September,Email Marketing," $2,461.46 ",174987
22/09/2025,September,LinkedIn Ads," $3,413.85 ",101893
22/09/2025,September,TikTok Ads, $828.41 ,147366
23/09/2025,September,Google Ads," $4,471.10 ",161671
23/09/2025,September,Meta Ads, $367.37 ,169663
23/09/2025,September,Email Marketing," $4,678.42 ",133531
23/09/2025,September,LinkedIn Ads," $4,259.34 ",130980
23/09/2025,September,TikTok Ads," $4,360.14 ",20625
24/09/2025,September,Google Ads," $3,782.01 ",85052
24/09/2025,September,Meta Ads," $1,280.37 ",73917
24/09/2025,September,Email Marketing, $346.72 ,59381
24/09/2025,September,LinkedIn Ads," $2,797.43 ",100257
24/09/2025,September,TikTok Ads," $2,076.06 ",62603
25/09/2025,September,Google Ads, $486.27 ,117441
25/09/2025,September,Meta Ads," $4,026.18 ",118466
25/09/2025,September,Email Marketing, $531.30 ,131667
25/09/2025,September,LinkedIn Ads," $2,290.63 ",32118
25/09/2025,September,TikTok Ads," $4,905.29 ",196359
26/09/2025,September,Google Ads," $3,301.53 ",27907
26/09/2025,September,Meta Ads," $2,076.85 ",10393
26/09/2025,September,Email Marketing," $2,829.94 ",1044
26/09/2025,September,LinkedIn Ads," $4,146.95 ",159388
26/09/2025,September,TikTok Ads," $4,819.54 ",168126
27/09/2025,September,Google Ads," $1,592.53 ",134257
27/09/2025,September,Meta Ads," $2,855.43 ",172598
27/09/2025,September,Email Marketing," $3,390.22 ",90352
27/09/2025,September,LinkedIn Ads," $1,880.38 ",15227
27/09/2025,September,TikTok Ads," $4,101.28 ",120133
28/09/2025,September,Google Ads," $1,726.67 ",163465
28/09/2025,September,Meta Ads," $3,039.76 ",188867
28/09/2025,September,Email Marketing," $3,320.12 ",188672
28/09/2025,September,LinkedIn Ads," $2,317.41 ",26542
28/09/2025,September,TikTok Ads," $3,820.67 ",59129
29/09/2025,September,Google Ads, $110.77 ,94097
29/09/2025,September,Meta Ads," $4,166.43 ",77541
29/09/2025,September,Email Marketing," $2,783.68 ",99013
29/09/2025,September,LinkedIn Ads," $3,540.27 ",13000
29/09/2025,September,TikTok Ads," $4,494.70 ",130085
30/09/2025,September,Google Ads, $788.20 ,188919
30/09/2025,September,Meta Ads," $3,738.30 ",108272
30/09/2025,September,Email Marketing, $624.11 ,161131
30/09/2025,September,LinkedIn Ads," $1,060.02 ",32652
30/09/2025,September,TikTok Ads," $4,658.06 ",103995
